"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","report.id","site.id","start_date","Funded_by","LCRP Appeal","database.id","database"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.1",NA,"i1086933277",NA,"1.1: SYR-# of individuals receiving food parcels","Individuals",182,"Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Choueifat El-Aamrousiye","Secours Islamique Français","p0000000174","SIF",NA,NA,"m0684723419","s1092590228","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.1",NA,"i1982514065",NA,"1.2: LEB-# of individuals receiving food parcels","Individuals",83,"Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Choueifat El-Aamrousiye","Secours Islamique Français","p0000000174","SIF",NA,NA,"m0684723419","s1092590228","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.3",NA,"i2037816684",NA,"3.1: SYR-# of individuals receiving vouchers","Individuals",182,"Choueifat El-Aamrousiye","24001","Aaley","LBN31","Mont Liban","5",NA,NA,NA,"Choueifat El-Aamrousiye","Secours Islamique Français","p0000000174","SIF",NA,NA,"m0684723419","s1092590228","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.3",NA,"i2075358383",NA,"3.3: PRL-# of individuals receiving vouchers","Individuals",105,"Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Mazraa foncière","Secours Islamique Français","p0000000174","SIF",NA,NA,"m0751308573","s1095160054","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.3",NA,"i0141927036",NA,"3.2: LEB-# of individuals receiving vouchers","Individuals",20,"Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Mazraa foncière","Secours Islamique Français","p0000000174","SIF",NA,NA,"m0751308573","s1095160054","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.1",NA,"i1785607439",NA,"1.3: PRL-# of individuals receiving food parcels","Individuals",105,"Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Mazraa foncière","Secours Islamique Français","p0000000174","SIF",NA,NA,"m0751308573","s1095160054","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.1",NA,"i1982514065",NA,"1.2: LEB-# of individuals receiving food parcels","Individuals",20,"Mazraa foncière","10009","Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Mazraa foncière","Secours Islamique Français","p0000000174","SIF",NA,NA,"m0751308573","s1095160054","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.1",NA,"i1785607439",NA,"1.3: PRL-# of individuals receiving food parcels","Individuals",1367,"Miye ou Miyé","61012","Saida","LBN61","Sud","8",NA,NA,NA,"Miye ou Miyé","American Near East Refugee Aid","p0000020058","ANERA",NA,NA,"m1224275100","s1160910893","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
"2019-05-31","Ramadan Food Distribution","Ramadan Food Distribution","Activity 1.1",NA,"i0680246521",NA,"1.4: PRS-# of individuals receiving food parcels","Individuals",100,"Miye ou Miyé","61012","Saida","LBN61","Sud","8",NA,NA,NA,"Miye ou Miyé","American Near East Refugee Aid","p0000020058","ANERA",NA,NA,"m1224275100","s1160910893","2019-05-01",NA,NA,10150,"LCRP-2019-R Food Security"
NA,"Winter Storm Food Distribution","Winter Storm Support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0217038848",NA,"1.1.1.4: SYR-Female # of children receiving school snacks","Individuals",97,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0699926345","s0037115103","2019-09-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1020183023",NA,"1.1.1.4: LEB-Male # of children receiving school snacks","Individuals",5,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0029649387","s0037115103","2019-06-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1807735890",NA,"1.1.1.4: LEB-Female # of children receiving school snacks","Individuals",4,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1527433821","s0037115103","2019-10-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1774082400",NA,"1.1.1.4: PRL-Male # of children receiving school snacks","Individuals",53,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0699926345","s0037115103","2019-09-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i2079295963",NA,"1.1.1.4: PRS-Female # of children receiving school snacks","Individuals",17,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0894274846","s0037115103","2019-05-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i2079295963",NA,"1.1.1.4: PRS-Female # of children receiving school snacks","Individuals",17,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0029649387","s0037115103","2019-06-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1807735890",NA,"1.1.1.4: LEB-Female # of children receiving school snacks","Individuals",17,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1338126896","s0037115103","2019-07-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1807735890",NA,"1.1.1.4: LEB-Female # of children receiving school snacks","Individuals",4,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0699926345","s0037115103","2019-09-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0217038848",NA,"1.1.1.4: SYR-Female # of children receiving school snacks","Individuals",106,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0029649387","s0037115103","2019-06-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1774082400",NA,"1.1.1.4: PRL-Male # of children receiving school snacks","Individuals",50,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0974633815","s0037115103","2019-08-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0589097503",NA,"1.1.1.4: SYR-Male # of children receiving school snacks","Individuals",90,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1527433821","s0037115103","2019-10-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0332765369",NA,"1.1.1.4: PRS-Male # of children receiving school snacks","Individuals",10,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0894274846","s0037115103","2019-05-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0217038848",NA,"1.1.1.4: SYR-Female # of children receiving school snacks","Individuals",100,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1338126896","s0037115103","2019-07-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1807735890",NA,"1.1.1.4: LEB-Female # of children receiving school snacks","Individuals",2,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0974633815","s0037115103","2019-08-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0964107911",NA,"1.1.1.4: PRL-Female # of children receiving school snacks","Individuals",38,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0974633815","s0037115103","2019-08-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0964107911",NA,"1.1.1.4: PRL-Female # of children receiving school snacks","Individuals",94,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1527433821","s0037115103","2019-10-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0589097503",NA,"1.1.1.4: SYR-Male # of children receiving school snacks","Individuals",109,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0699926345","s0037115103","2019-09-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1807735890",NA,"1.1.1.4: LEB-Female # of children receiving school snacks","Individuals",7,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0029649387","s0037115103","2019-06-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1020183023",NA,"1.1.1.4: LEB-Male # of children receiving school snacks","Individuals",1,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0974633815","s0037115103","2019-08-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0589097503",NA,"1.1.1.4: SYR-Male # of children receiving school snacks","Individuals",94,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0894274846","s0037115103","2019-05-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1807735890",NA,"1.1.1.4: LEB-Female # of children receiving school snacks","Individuals",7,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0894274846","s0037115103","2019-05-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1774082400",NA,"1.1.1.4: PRL-Male # of children receiving school snacks","Individuals",61,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0894274846","s0037115103","2019-05-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0964107911",NA,"1.1.1.4: PRL-Female # of children receiving school snacks","Individuals",79,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0029649387","s0037115103","2019-06-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0332765369",NA,"1.1.1.4: PRS-Male # of children receiving school snacks","Individuals",11,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0699926345","s0037115103","2019-09-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0332765369",NA,"1.1.1.4: PRS-Male # of children receiving school snacks","Individuals",15,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1338126896","s0037115103","2019-07-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1020183023",NA,"1.1.1.4: LEB-Male # of children receiving school snacks","Individuals",11,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1338126896","s0037115103","2019-07-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0332765369",NA,"1.1.1.4: PRS-Male # of children receiving school snacks","Individuals",12,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0974633815","s0037115103","2019-08-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-05-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0964107911",NA,"1.1.1.4: PRL-Female # of children receiving school snacks","Individuals",75,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0894274846","s0037115103","2019-05-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1020183023",NA,"1.1.1.4: LEB-Male # of children receiving school snacks","Individuals",4,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1527433821","s0037115103","2019-10-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-10-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0332765369",NA,"1.1.1.4: PRS-Male # of children receiving school snacks","Individuals",11,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1527433821","s0037115103","2019-10-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-07-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0598931991",NA,"1.1.1.2: OTH-Male # of individuals receiving ready to eat food","Individuals",3,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m1338126896","s0037115103","2019-07-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-08-31","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0217038848",NA,"1.1.1.4: SYR-Female # of children receiving school snacks","Individuals",84,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0974633815","s0037115103","2019-08-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1020183023",NA,"1.1.1.4: LEB-Male # of children receiving school snacks","Individuals",2,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0699926345","s0037115103","2019-09-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i0332765369",NA,"1.1.1.4: PRS-Male # of children receiving school snacks","Individuals",10,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0029649387","s0037115103","2019-06-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-06-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i1774082400",NA,"1.1.1.4: PRL-Male # of children receiving school snacks","Individuals",64,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0029649387","s0037115103","2019-06-01","UK","Yes",10150,"LCRP-2019-R Food Security"
"2019-09-30","Output 1.1: In-kind food assistance to the most vulnerable provided ","Outcome 1: Improve FOOD AVAILABILITY through in kind food assistance and sustainable food value chain","Activity 1.1.1",NA,"i2079295963",NA,"1.1.1.4: PRS-Female # of children receiving school snacks","Individuals",15,NA,NA,"Baabda","LBN32","Mont Liban","5",NA,NA,NA,"Baabda","Dorcas Aid","p0000001757","Dorcas",NA,NA,"m0699926345","s0037115103","2019-09-01","UK","Yes",10150,"LCRP-2019-R Food Security"
