"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","caza.code","caza.name","comment","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","reporting_section","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",262
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","National Level Reporting","ck9fohayv8","cka5e0n1sd",NA,NA,NA,NA,NA,"2020-05-12","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",2
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3triv",NA,"1.2_PRL_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",40
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trjw",NA,"1.2_PRL_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",6
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trjx",NA,"1.2_OTH_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",15
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","National Level Reporting","ck9fohayv8","cka3ppdef1s",NA,NA,NA,NA,NA,"2020-05-12","ANERA","ANERA Lebanon","WASH","ck9vy17nv33",NA,"1.A: # of platforms allowing people to share their concerns and to ask questions/clarifications for available support services to address their needs through established feedback",3
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","National Level Reporting","ck9fohayv8","c2nmhsjkai2e2fe2",NA,NA,NA,NA,NA,"2020-05-22","ANERA","ANERA Lebanon","WASH","ck9vy17nv33",NA,"1.A: # of platforms allowing people to share their concerns and to ask questions/clarifications for available support services to address their needs through established feedback",3
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka24plhaa",NA,NA,NA,4,"Nord","2020-11-05","Mouvement Social","Mouvement Social",NA,"ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",161
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2b9odg5",NA,NA,NA,5,"Mont Liban","2020-05-12","Mouvement Social","Mouvement Social",NA,"ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",295
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bfxer7",NA,NA,NA,8,"Sud","2020-11-05","Mouvement Social","Mouvement Social",NA,"ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",122
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bl11v9",NA,NA,NA,9,"Nabatiye","2020-11-05","Mouvement Social","Mouvement Social",NA,"ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",108
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bnt6bb",NA,NA,NA,6,"Bekaa","2020-05-12","Mouvement Social","Mouvement Social",NA,"ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",153
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bpqwid",NA,NA,NA,3,"Baalbek_Hermel","2020-05-12","Mouvement Social","Mouvement Social",NA,"ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",228
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka424s448",NA,NA,NA,8,"Sud","2020-04-01","HOOPS","HOOPS","Youth & Adolescents","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",12
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6vizqea",NA,NA,"Awareness Sessions +Hygiene kits distributions",8,"Sud","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",861
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6z8qeub",NA,NA,"Awareness Sessions +Hygiene kits distributions",5,"Mont Liban","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",477
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6zf15rc",NA,NA,"Awareness Sessions +Hygiene kits distributions",4,"Nord","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",290
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6zhu15e",NA,NA,"Awareness Sessions +Hygiene kits distributions",2,"Akkar","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",1076
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6zm19kh",NA,NA,"Awareness Sessions +Hygiene kits distributions",3,"Baalbek_Hermel","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",307
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cg53m0hkaf8sutk3",NA,NA,NA,2,"Akkar","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",7301
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cy07mf6kafa2i2f2",NA,NA,NA,4,"Nord","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",3261
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cnhw86fkafa45a63",NA,NA,NA,6,"Bekaa","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",674
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","ce5oxh2kafa4w5q4",NA,NA,NA,5,"Mont Liban","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",6520
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","c2l0q5tkafa5wpt5",NA,NA,NA,8,"Sud","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",28373
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cs82cndkagiiwt43",NA,NA,NA,4,"Nord","2020-04-01","Rahma Association","Rahma Association","Education","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",18600
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cw7q8r6kagil9mh5",NA,NA,NA,4,"Nord","2020-04-01","Rahma Association","Rahma Association","Child Protection","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",18600
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","co4gr0ekagimsp87",NA,NA,NA,4,"Nord","2020-04-01","Rahma Association","Rahma Association","Comms. 4 Development","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",18600
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","ca7yoj0kai2x3ua4",NA,NA,NA,3,"Baalbek_Hermel","2020-05-22","LOST","The Lebanese Organization for Studies and Training","Education","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",1084
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cbpyxdwkai34htk6",NA,NA,NA,6,"Bekaa","2020-05-22","LOST","The Lebanese Organization for Studies and Training","Education","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",1101
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cdnzzm0kai42hw12",NA,NA,NA,2,"Akkar","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",808
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","ci3uwa7kai44cyo3",NA,NA,NA,4,"Nord","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",983
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","c2je2xnkai45f084",NA,NA,NA,6,"Bekaa","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",793
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","crht8iskai4bx206",NA,NA,NA,3,"Baalbek_Hermel","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",777
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cs1sq94kai4dkqb7",NA,NA,NA,5,"Mont Liban","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",1122
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cezi8pfkai4enf48",NA,NA,NA,8,"Sud","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",4961
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cufa7gpkai4fnsv9",NA,NA,NA,3,"Baalbek_Hermel","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",247
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka3o1j943",NA,NA,NA,5,"Mont Liban","2020-05-12","FRATERNITY","FRATERNITY",NA,"ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",250
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka3wj83b3",NA,NA,NA,6,"Bekaa","2020-05-12","WVI","World Vision International","Education","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",537
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka424s448",NA,NA,NA,8,"Sud","2020-04-01","HOOPS","HOOPS","Youth & Adolescents","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",65
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6vizqea",NA,NA,"Awareness Sessions +Hygiene kits distributions",8,"Sud","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",938
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6z8qeub",NA,NA,"Awareness Sessions +Hygiene kits distributions",5,"Mont Liban","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",279
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6zf15rc",NA,NA,"Awareness Sessions +Hygiene kits distributions",4,"Nord","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",141
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6zhu15e",NA,NA,"Awareness Sessions +Hygiene kits distributions",2,"Akkar","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",828
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka6zm19kh",NA,NA,"Awareness Sessions +Hygiene kits distributions",3,"Baalbek_Hermel","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",261
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","ca7yoj0kai2x3ua4",NA,NA,NA,3,"Baalbek_Hermel","2020-05-22","LOST","The Lebanese Organization for Studies and Training","Education","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",634
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cbpyxdwkai34htk6",NA,NA,NA,6,"Bekaa","2020-05-22","LOST","The Lebanese Organization for Studies and Training","Education","ck9vxzvrvf",NA,"1.1_Parents: # of people reached on COVID-19 through messaging on prevention and access to services",672
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka1bb3bw3",NA,NA,NA,2,"Akkar","2020-03-31","AND","AND",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",42
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka23yhmo6",NA,NA,NA,2,"Akkar","2020-05-11","Mouvement Social","Mouvement Social",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",1
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka262cp66",NA,NA,NA,2,"Akkar","2020-04-30","AND","AND",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",306
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka24plhaa",NA,NA,NA,4,"Nord","2020-11-05","Mouvement Social","Mouvement Social",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",3
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2b9odg5",NA,NA,NA,5,"Mont Liban","2020-05-12","Mouvement Social","Mouvement Social",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",5
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bfxer7",NA,NA,NA,8,"Sud","2020-11-05","Mouvement Social","Mouvement Social",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",0
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bl11v9",NA,NA,NA,9,"Nabatiye","2020-11-05","Mouvement Social","Mouvement Social",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",0
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bnt6bb",NA,NA,NA,6,"Bekaa","2020-05-12","Mouvement Social","Mouvement Social",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",1
"COVID-19 Response | Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Governorate Level Reporting","ck9ibqzgb3","cka2bpqwid",NA,NA,NA,3,"Baalbek_Hermel","2020-05-12","Mouvement Social","Mouvement Social",NA,"ck9vxzvrvj",NA,"1.1_SYR_Male: # of Youth reached on COVID-19 through messaging on prevention and access to services",30
