"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","database.id","database"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",2800,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1123412444","s0013520062","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",2975,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0284104581","s0013520062","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1878642506",NA,"1.1.2.2_LEB:Total USD amount distributed","USD",2450,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0284104581","s0013520062","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0420951760",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",14,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1281065142","s0013520062","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",16,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1281065142","s0013520062","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0420951760",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",14,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0077028333","s0013520062","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",2800,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1599028483","s0013520062","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0420951760",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",14,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1123412444","s0013520062","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1878642506",NA,"1.1.2.2_LEB:Total USD amount distributed","USD",2450,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1123412444","s0013520062","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0420951760",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",14,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0523855477","s0013520062","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1878642506",NA,"1.1.2.2_LEB:Total USD amount distributed","USD",2450,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0606806504","s0013520062","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",16,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1123412444","s0013520062","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0420951760",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",14,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0284104581","s0013520062","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i1878642506",NA,"1.1.2.2_LEB:Total USD amount distributed","USD",2450,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0523855477","s0013520062","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",2800,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0523855477","s0013520062","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",2800,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0077028333","s0013520062","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",2800,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0606806504","s0013520062","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0420951760",NA,"1.1.2.1_LEB:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",14,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0606806504","s0013520062","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",17,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0284104581","s0013520062","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",16,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m0077028333","s0013520062","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",17,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1338460186","s0013520062","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",2975,NA,NA,"Beirut","LBN11","Beyrouth","7",NA,NA,NA,"Beirut","Relief International","p0000000941","RI",NA,NA,"US - BPRM","m1338460186","s0013520062","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",1214.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m2142173872","s0025236781","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",867.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1571280851","s0025236781","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-04-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1571280851","s0025236781","2019-04-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",694,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1607716205","s0025236781","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1672399497","s0025236781","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",4,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1525077014","s0025236781","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-09-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",7,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0318881095","s0025236781","2019-09-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",2,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0018888847","s0025236781","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",1214.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1890721801","s0025236781","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-10-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",7,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0607034732","s0025236781","2019-10-01",10145,"LCRP-2019-R Basic Assistance"
"2019-08-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",7,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1890721801","s0025236781","2019-08-01",10145,"LCRP-2019-R Basic Assistance"
"2019-12-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",4,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1995902654","s0025236781","2019-12-01",10145,"LCRP-2019-R Basic Assistance"
"2019-05-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",867.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1672399497","s0025236781","2019-05-01",10145,"LCRP-2019-R Basic Assistance"
"2019-01-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",347,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0018888847","s0025236781","2019-01-01",10145,"LCRP-2019-R Basic Assistance"
"2019-07-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",7,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m2142173872","s0025236781","2019-07-01",10145,"LCRP-2019-R Basic Assistance"
"2019-03-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",4,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1607716205","s0025236781","2019-03-01",10145,"LCRP-2019-R Basic Assistance"
"2019-02-28","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",694,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1525077014","s0025236781","2019-02-01",10145,"LCRP-2019-R Basic Assistance"
"2019-11-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",520.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1152670191","s0025236781","2019-11-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",867.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m2105665849","s0025236781","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
"2019-11-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",3,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1152670191","s0025236781","2019-11-01",10145,"LCRP-2019-R Basic Assistance"
"2019-12-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",694,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m1995902654","s0025236781","2019-12-01",10145,"LCRP-2019-R Basic Assistance"
"2019-09-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",1214.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0318881095","s0025236781","2019-09-01",10145,"LCRP-2019-R Basic Assistance"
"2019-10-31","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"Total USD amount distributed","i0541763741",NA,"1.1.2.2_SYR:Total USD amount distributed","USD",1214.5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m0607034732","s0025236781","2019-10-01",10145,"LCRP-2019-R Basic Assistance"
"2019-06-30","Output-1.1:[CASH & HH VISITS] Multipurpose cash assistance grants to the most socio-economically vulnerable households provided",NA,NA,"# of households receiving multi-sector/ purpose cash transfers (total reached every month)","i0958010638",NA,"1.1.2.1_SYR:# of households receiving multi-sector/ purpose cash transfers (total reached every month)","Household",5,NA,NA,"Saida","LBN61","Sud","8",NA,NA,NA,"Saida","World Food Programme","p0000000365","WFP",NA,NA,"WFP","m2105665849","s0025236781","2019-06-01",10145,"LCRP-2019-R Basic Assistance"
