"Database","DatabaseId","Folder","Form","FormId","ParentForm","ParentFormId","RecordId","caza.code","caza.name","comment","governorate.code","governorate.name","month","partner.name","partner.partner_full_name","reporting_section","Quantity.Field.ID","Quantity.Field.Code","Quantity.Field","Value"
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cvc6zzpkhn7994p3",NA,NA,NA,NA,NA,"2020-11-18","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3triq",NA,"1.2_SYR_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",3
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",739
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cka5e0n1sd",NA,NA,NA,NA,NA,"2020-05-12","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",13
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","clt36ujkansk8b82",NA,NA,NA,NA,NA,"2020-05-26","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",73
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","c7amfuykbq8el4u3",NA,NA,NA,NA,NA,"2020-06-22","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",130
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","ch2t77dkcmz7nrr2",NA,NA,NA,NA,NA,"2020-07-15","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",129
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","ckld9pvke1djmaqe",NA,NA,NA,NA,NA,"2020-08-19","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",239
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cnmbzhekf58uvg76",NA,NA,NA,NA,NA,"2020-09-16","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",382
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cat2rjgkg9dzqlib",NA,NA,NA,NA,NA,"2020-10-14","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",352
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cvc6zzpkhn7994p3",NA,NA,NA,NA,NA,"2020-11-18","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trir",NA,"1.2_LEB_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",217
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",262
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cka5e0n1sd",NA,NA,NA,NA,NA,"2020-05-12","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",2
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","clt36ujkansk8b82",NA,NA,NA,NA,NA,"2020-05-26","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",84
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","c7amfuykbq8el4u3",NA,NA,NA,NA,NA,"2020-06-22","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",85
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","ch2t77dkcmz7nrr2",NA,NA,NA,NA,NA,"2020-07-15","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",69
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","ckld9pvke1djmaqe",NA,NA,NA,NA,NA,"2020-08-19","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",141
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cnmbzhekf58uvg76",NA,NA,NA,NA,NA,"2020-09-16","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",252
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cat2rjgkg9dzqlib",NA,NA,NA,NA,NA,"2020-10-14","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",536
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cvc6zzpkhn7994p3",NA,NA,NA,NA,NA,"2020-11-18","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3tris",NA,"1.2_LEB_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",468
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cnmbzhekf58uvg76",NA,NA,NA,NA,NA,"2020-09-16","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trit",NA,"1.2_PRS_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",12
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cat2rjgkg9dzqlib",NA,NA,NA,NA,NA,"2020-10-14","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trit",NA,"1.2_PRS_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",14
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cvc6zzpkhn7994p3",NA,NA,NA,NA,NA,"2020-11-18","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trit",NA,"1.2_PRS_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",1
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cnmbzhekf58uvg76",NA,NA,NA,NA,NA,"2020-09-16","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3triu",NA,"1.2_PRS_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",19
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cat2rjgkg9dzqlib",NA,NA,NA,NA,NA,"2020-10-14","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3triu",NA,"1.2_PRS_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",26
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3triv",NA,"1.2_PRL_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",40
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","clt36ujkansk8b82",NA,NA,NA,NA,NA,"2020-05-26","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3triv",NA,"1.2_PRL_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",4
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trjw",NA,"1.2_PRL_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",6
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","clt36ujkansk8b82",NA,NA,NA,NA,NA,"2020-05-26","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trjw",NA,"1.2_PRL_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",6
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cka5d9fhlb",NA,NA,NA,NA,NA,"2020-04-20","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trjx",NA,"1.2_OTH_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",15
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cat2rjgkg9dzqlib",NA,NA,NA,NA,NA,"2020-10-14","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trjx",NA,"1.2_OTH_Male: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",3
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","cat2rjgkg9dzqlib",NA,NA,NA,NA,NA,"2020-10-14","UNICEF","United Nations Children's Funds","Comms. 4 Development","cka4h3trjy",NA,"1.2_OTH_Female: # of Individuals engaged on COVID-19 through RCCE actions (NATIONAL)",12
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vy0q942t","Pillar 1 - National Level Reporting","ck9fohayv8","c7amfuykbq8el4u3",NA,NA,NA,NA,NA,"2020-06-22","UNICEF","United Nations Children's Funds","Comms. 4 Development","ck9vy17nv33",NA,"1.A: # of platforms allowing people to share their concerns and to ask questions/clarifications for available support services to address their needs through established feedback",1
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cka6vizqea",NA,NA,"Awareness Sessions +Hygiene kits distributions",8,"Sud","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",861
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cka6z8qeub",NA,NA,"Awareness Sessions +Hygiene kits distributions",5,"Mont Liban","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",477
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cka6zf15rc",NA,NA,"Awareness Sessions +Hygiene kits distributions",4,"Nord","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",290
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cka6zhu15e",NA,NA,"Awareness Sessions +Hygiene kits distributions",2,"Akkar","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",1076
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cka6zm19kh",NA,NA,"Awareness Sessions +Hygiene kits distributions",3,"Baalbek_Hermel","2020-04-30","TdH-It","TERRE DES HOMMES, ITALY","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",307
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cg53m0hkaf8sutk3",NA,NA,NA,2,"Akkar","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",7301
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cy07mf6kafa2i2f2",NA,NA,NA,4,"Nord","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",3261
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cnhw86fkafa45a63",NA,NA,NA,6,"Bekaa","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",674
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","ce5oxh2kafa4w5q4",NA,NA,NA,5,"Mont Liban","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",6520
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","c2l0q5tkafa5wpt5",NA,NA,NA,8,"Sud","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",28373
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cw7q8r6kagil9mh5",NA,NA,NA,4,"Nord","2020-04-01","Rahma Association","Rahma Association","Child Protection","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",18600
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cdnzzm0kai42hw12",NA,NA,NA,2,"Akkar","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",808
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","ci3uwa7kai44cyo3",NA,NA,NA,4,"Nord","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",983
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","c2je2xnkai45f084",NA,NA,NA,6,"Bekaa","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",793
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","crht8iskai4bx206",NA,NA,NA,3,"Baalbek_Hermel","2020-04-30","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",777
"COVID-19 Response | UNICEF Reporting Database","ck8oa3x1c3","Pillar 1 - Risk Communication and Community Engagement (RCCE)","Monthly Reporting","ck9vxyz826","Pillar 1 - Governorate Level Reporting","ck9ibqzgb3","cs1sq94kai4dkqb7",NA,NA,NA,5,"Mont Liban","2020-05-26","MAP-UK","Medical Aid for Palestinians - UK","Palestinian Prog.","ck9vxzvrve",NA,"1.1_Individuals: # of people reached on COVID-19 through messaging on prevention and access to services",1122
